author	title	publication_date	link	path	filename	document_id	entity_linking
	La Juste vangeance , tragi-comédie	1641	http://catalogue.bnf.fr/ark:/12148/cb33444266r	../TheatreLFSV2-downloaded/NER/bpt6k852869b.tar.gz.tei_segmented_ner.xml	bpt6k852869b.tar.gz.tei_segmented_ner.xml	bpt6k852869b	spacy_entity_fishing
Racine, Jean	Mithridate , tragédie par M. Racine	1673	http://catalogue.bnf.fr/ark:/12148/cb31169321w	../TheatreLFSV2-downloaded/NER/btv1b86108151.tar.gz.tei_segmented_ner.xml	btv1b86108151.tar.gz.tei_segmented_ner.xml	btv1b86108151	spacy_entity_fishing
Beys, Charles de	L'Hospital des fous, tragi-comédie	1638	http://catalogue.bnf.fr/ark:/12148/cb447295157	../TheatreLFSV2-downloaded/NER/bpt6k10900791.tar.gz.tei_segmented_ner.xml	bpt6k10900791.tar.gz.tei_segmented_ner.xml	bpt6k10900791	spacy_entity_fishing
Quinault, Philippe	Armide tragedie, representée par l'Academie royale de musique établie a Lyon. Et jouée cy-devant en presence de Sa Majesté	1698	http://catalogue.bnf.fr/ark:/12148/cb31164583s	../TheatreLFSV2-downloaded/NER/bpt6k5849604j.tar.gz.tei_segmented_ner.xml	bpt6k5849604j.tar.gz.tei_segmented_ner.xml	bpt6k5849604j	spacy_entity_fishing
Molière	Le bourgeois gentilhomme. Comedie-ballet. Faite à Chambort, pour le divertissement du Roy. Par J. B. P. Moliere	1671	http://catalogue.bnf.fr/ark:/12148/cb38651168p	../TheatreLFSV2-downloaded/NER/bpt6k3209399.tar.gz.tei_segmented_ner.xml	bpt6k3209399.tar.gz.tei_segmented_ner.xml	bpt6k3209399	spacy_entity_fishing
	Tragedie des amours de Zerbin et d'Isabelle, princesse fuitive . Ou il est remarqué les perils & grandes fortunes passées par ledit Zerbin, recherchant son Isabelle par le monde : et comme il est delivré de la mort par Rolland	1621	http://catalogue.bnf.fr/ark:/12148/cb39325029g	../TheatreLFSV2-downloaded/NER/bpt6k856891f.tar.gz.tei_segmented_ner.xml	bpt6k856891f.tar.gz.tei_segmented_ner.xml	bpt6k856891f	spacy_entity_fishing
Quinault, Philippe	Atys. Tragédie en musique, ornée d'entrées de ballet, de machines et de changements de théâtre, représentée devant S. M. à Saint Germain en Laye, le 10e jour de janvier 1676. [Paroles de Quinault]	1676	http://catalogue.bnf.fr/ark:/12148/cb32550884m	../TheatreLFSV2-downloaded/NER/bpt6k6524930f.tar.gz.tei_segmented_ner.xml	bpt6k6524930f.tar.gz.tei_segmented_ner.xml	bpt6k6524930f	spacy_entity_fishing
	Gallie, opéra, ornée d'entrées de ballet, de machines et de changements de théâtre	1691	http://catalogue.bnf.fr/ark:/12148/cb333998356	../TheatreLFSV2-downloaded/NER/bpt6k4223002k.tar.gz.tei_segmented_ner.xml	bpt6k4223002k.tar.gz.tei_segmented_ner.xml	bpt6k4223002k	spacy_entity_fishing
	L'Impromptu de la Garnison de Namur, comédie	1694	http://catalogue.bnf.fr/ark:/12148/cb39325256x	../TheatreLFSV2-downloaded/NER/bpt6k856885m.tar.gz.tei_segmented_ner.xml	bpt6k856885m.tar.gz.tei_segmented_ner.xml	bpt6k856885m	spacy_entity_fishing
Molière	Les Facheux. Comedie de J. B. P. Molliere. Representée sur le theatre du Palais Royal.	1662	http://catalogue.bnf.fr/ark:/12148/cb38650889b	../TheatreLFSV2-downloaded/NER/bpt6k12804556.tar.gz.tei_segmented_ner.xml	bpt6k12804556.tar.gz.tei_segmented_ner.xml	bpt6k12804556	spacy_entity_fishing
Racine, Jean	Athalie , tragédie tirée de l'Écriture sainte [de J. Racine]	1691	http://catalogue.bnf.fr/ark:/12148/cb31169029t	../TheatreLFSV2-downloaded/NER/bpt6k15107128.tar.gz.tei_segmented_ner.xml	bpt6k15107128.tar.gz.tei_segmented_ner.xml	bpt6k15107128	spacy_entity_fishing
Molière	Le mariage forcé. Comedie. Par I. B. P. de Moliere	1668	http://catalogue.bnf.fr/ark:/12148/cb30958721s	../TheatreLFSV2-downloaded/NER/btv1b8626162d.tar.gz.tei_segmented_ner.xml	btv1b8626162d.tar.gz.tei_segmented_ner.xml	btv1b8626162d	spacy_entity_fishing
La Croix, C	La Climène : tragi-comédie pastorale ; avec plusieurs Autres oeuvres du mesme autheur / par le Sr de La Croix	1629	http://catalogue.bnf.fr/ark:/12148/cb30710691k	../TheatreLFSV2-downloaded/NER/bpt6k1097754.tar.gz.tei_segmented_ner.xml	bpt6k1097754.tar.gz.tei_segmented_ner.xml	bpt6k1097754	spacy_entity_fishing
Racine, Jean	Phèdre et Hippolyte , tragédie par M. Racine	1677	http://catalogue.bnf.fr/ark:/12148/cb31169345w	../TheatreLFSV2-downloaded/NER/btv1b8610817v.tar.gz.tei_segmented_ner.xml	btv1b8610817v.tar.gz.tei_segmented_ner.xml	btv1b8610817v	spacy_entity_fishing
Scarron, Paul	Le Jodelet, ou Le maistre valet . Comédie de M. Scarron	1684	http://catalogue.bnf.fr/ark:/12148/cb313084858	../TheatreLFSV2-downloaded/NER/bpt6k5523977b.tar.gz.tei_segmented_ner.xml	bpt6k5523977b.tar.gz.tei_segmented_ner.xml	bpt6k5523977b	spacy_entity_fishing
Villiers, Claude Deschamps	Les ramonneurs. Comédie . Comédie. Par Mr de Villiers. Représentée sur le Théâtre royal de l'Hostel de Bourgogne	1662	http://catalogue.bnf.fr/ark:/12148/cb31584441p	../TheatreLFSV2-downloaded/NER/bpt6k62514727.tar.gz.tei_segmented_ner.xml	bpt6k62514727.tar.gz.tei_segmented_ner.xml	bpt6k62514727	spacy_entity_fishing
La Fosse, Antoine de	Les Petits Maistres d'été, comédie	1696	http://catalogue.bnf.fr/ark:/12148/cb44729526w	../TheatreLFSV2-downloaded/NER/bpt6k1090089d.tar.gz.tei_segmented_ner.xml	bpt6k1090089d.tar.gz.tei_segmented_ner.xml	bpt6k1090089d	spacy_entity_fishing
Corneille, Pierre	Cinna, tragedie.	1664	http://catalogue.bnf.fr/ark:/12148/cb38650349q	../TheatreLFSV2-downloaded/NER/bpt6k1280294m.tar.gz.tei_segmented_ner.xml	bpt6k1280294m.tar.gz.tei_segmented_ner.xml	bpt6k1280294m	spacy_entity_fishing
Racine, Jean	Andromaque, tragédie	1668	http://catalogue.bnf.fr/ark:/12148/cb38651697n	../TheatreLFSV2-downloaded/NER/bpt6k1280589b.tar.gz.tei_segmented_ner.xml	bpt6k1280589b.tar.gz.tei_segmented_ner.xml	bpt6k1280589b	spacy_entity_fishing
Scarron, Paul	Le Jodelet ou Le Me valet , comédie	1645	http://catalogue.bnf.fr/ark:/12148/cb31308475z	../TheatreLFSV2-downloaded/NER/bpt6k10403202.tar.gz.tei_segmented_ner.xml	bpt6k10403202.tar.gz.tei_segmented_ner.xml	bpt6k10403202	spacy_entity_fishing
Bretonneau, François de Paule	David et Jonathas , tragedie en musique, qui sera representée sur le théatre du college de Louis le Grand, le XXVIII. février	1688	http://catalogue.bnf.fr/ark:/12148/cb33336938j	../TheatreLFSV2-downloaded/NER/bpt6k15138878.tar.gz.tei_segmented_ner.xml	bpt6k15138878.tar.gz.tei_segmented_ner.xml	bpt6k15138878	spacy_entity_fishing
Nicole, Claude	Le Phantosme, comédie	1656	http://catalogue.bnf.fr/ark:/12148/cb447296145	../TheatreLFSV2-downloaded/NER/bpt6k1090179c.tar.gz.tei_segmented_ner.xml	bpt6k1090179c.tar.gz.tei_segmented_ner.xml	bpt6k1090179c	spacy_entity_fishing
Gilbert, Gabriel	Opéra pastorale héroique, des peines et des plaisirs de l'amour, en vers lyriques	1672	http://catalogue.bnf.fr/ark:/12148/cb447296939	../TheatreLFSV2-downloaded/NER/bpt6k1090260m.tar.gz.tei_segmented_ner.xml	bpt6k1090260m.tar.gz.tei_segmented_ner.xml	bpt6k1090260m	spacy_entity_fishing
Mareschal, André	La généreuse Allemande , ou le triomphe d'amour, tragi-comédie, mise en 2 journées, par le sieur Mareschal, où, sous noms empruntés, et parmi d'agréables et diverses feintes, est représentée l'histoire de feu M. et Mme de Cirey. Seconde journée	1631	http://catalogue.bnf.fr/ark:/12148/cb308812575	../TheatreLFSV2-downloaded/NER/bpt6k6363209x.tar.gz.tei_segmented_ner.xml	bpt6k6363209x.tar.gz.tei_segmented_ner.xml	bpt6k6363209x	spacy_entity_fishing
Chevreau, Urbain	L'Innocent exilé . Tragi-comédie	1640	http://catalogue.bnf.fr/ark:/12148/cb30236833z	../TheatreLFSV2-downloaded/NER/bpt6k61251657.tar.gz.tei_segmented_ner.xml	bpt6k61251657.tar.gz.tei_segmented_ner.xml	bpt6k61251657	spacy_entity_fishing
	Zephire et Flore, opéra représenté par l'Académie royale de musique	1688	http://catalogue.bnf.fr/ark:/12148/cb336531198	../TheatreLFSV2-downloaded/NER/bpt6k1522495d.tar.gz.tei_segmented_ner.xml	bpt6k1522495d.tar.gz.tei_segmented_ner.xml	bpt6k1522495d	spacy_entity_fishing
Virey, Jean de	La Machabee Tragedie du martyre des sept freres, & de Solomone leur mere. Par Jean de Virey, sieur du Gravier.	1603	http://catalogue.bnf.fr/ark:/12148/cb31591226q	../TheatreLFSV2-downloaded/NER/bpt6k8571685.tar.gz.tei_segmented_ner.xml	bpt6k8571685.tar.gz.tei_segmented_ner.xml	bpt6k8571685	spacy_entity_fishing
Cheffault, F de	Le Martyre de Saint-Gervais, poème dramatique / par M. F. de Cheffault	1670	http://catalogue.bnf.fr/ark:/12148/cb44729612g	../TheatreLFSV2-downloaded/NER/bpt6k1090177j.tar.gz.tei_segmented_ner.xml	bpt6k1090177j.tar.gz.tei_segmented_ner.xml	bpt6k1090177j	spacy_entity_fishing
Soret, Nicolas	L'election divine de S. Nicolas a l'archevesché de Myre avec un sommaire de sa vie en poème dramatique sentencieux et moral	1624	http://catalogue.bnf.fr/ark:/12148/cb387702627	../TheatreLFSV2-downloaded/NER/bpt6k856984j.tar.gz.tei_segmented_ner.xml	bpt6k856984j.tar.gz.tei_segmented_ner.xml	bpt6k856984j	spacy_entity_fishing
Dorimond	L'Inconstance punie, comédie	1661	http://catalogue.bnf.fr/ark:/12148/cb44729588f	../TheatreLFSV2-downloaded/NER/bpt6k10901534.tar.gz.tei_segmented_ner.xml	bpt6k10901534.tar.gz.tei_segmented_ner.xml	bpt6k10901534	spacy_entity_fishing
Grouchy, Nicolas de	La beatitude ou Les imitables amours de Theoys et de Carite . Distinguees en dix poëmes dragmatics, en chacun desquels se traitte matiere absoluë, & paroissent nouveaux effects. Dediees à monseigneur l'Eminentißime cardinal de Richelieu, duc & pair de France, grand maistre, chef & sur-intendant general de la navigation & commerce de ce royaume, gouverneur & lieutenenant general pour le Roy du païs de Bretagne. par Nicolas de Grouchy, advocat, sieur de la Court, natif de Clermont en Beauvaisis	1632	http://catalogue.bnf.fr/ark:/12148/cb39325023d	../TheatreLFSV2-downloaded/NER/bpt6k8568758.tar.gz.tei_segmented_ner.xml	bpt6k8568758.tar.gz.tei_segmented_ner.xml	bpt6k8568758	spacy_entity_fishing
Blessebois, Pierre-Corneille	Mademoiselle de Scay, petite comedie satyrique	1684	http://catalogue.bnf.fr/ark:/12148/cb44729672b	../TheatreLFSV2-downloaded/NER/bpt6k10902396.tar.gz.tei_segmented_ner.xml	bpt6k10902396.tar.gz.tei_segmented_ner.xml	bpt6k10902396	spacy_entity_fishing
Molière	L'Amour médecin, comédie...	1669	http://catalogue.bnf.fr/ark:/12148/cb386509706	../TheatreLFSV2-downloaded/NER/bpt6k1280475z.tar.gz.tei_segmented_ner.xml	bpt6k1280475z.tar.gz.tei_segmented_ner.xml	bpt6k1280475z	spacy_entity_fishing
Fiot, A	L'Amour fantasque ou le Juge de soy mesme, comédie en trois actes...	1682	http://catalogue.bnf.fr/ark:/12148/cb38652330s	../TheatreLFSV2-downloaded/NER/bpt6k857206n.tar.gz.tei_segmented_ner.xml	bpt6k857206n.tar.gz.tei_segmented_ner.xml	bpt6k857206n	spacy_entity_fishing
Boisrobert, François de	La folle gageure, ou Les divertissemens de la comtesse de Pembroc / [par Boisrobert]	1653	http://catalogue.bnf.fr/ark:/12148/cb30121701g	../TheatreLFSV2-downloaded/NER/bpt6k858690.tar.gz.tei_segmented_ner.xml	bpt6k858690.tar.gz.tei_segmented_ner.xml	bpt6k858690	spacy_entity_fishing
Molière	Sganarelle ou le Cocu imaginaire, comédie avec les arguments de chaque scène	1662	http://catalogue.bnf.fr/ark:/12148/cb38650865b	../TheatreLFSV2-downloaded/NER/bpt6k12804007.tar.gz.tei_segmented_ner.xml	bpt6k12804007.tar.gz.tei_segmented_ner.xml	bpt6k12804007	spacy_entity_fishing
Rayssiguier, De	Tragicomédie pastorale. Ou les Amours d'Astrée & de Céladon sont meslees à celles de Diane, de Silvandre & de Paris, avec les inconstances d'Hilas . Par le sieur de Rayssiguier	1632	http://catalogue.bnf.fr/ark:/12148/cb311834841	../TheatreLFSV2-downloaded/NER/bpt6k87013650.tar.gz.tei_segmented_ner.xml	bpt6k87013650.tar.gz.tei_segmented_ner.xml	bpt6k87013650	spacy_entity_fishing
	Le Mercier inventif, pastorale	1632	http://catalogue.bnf.fr/ark:/12148/cb33483571r	../TheatreLFSV2-downloaded/NER/bpt6k852952n.tar.gz.tei_segmented_ner.xml	bpt6k852952n.tar.gz.tei_segmented_ner.xml	bpt6k852952n	spacy_entity_fishing
Bernier de La Brousse, Joachim	Les Œuvres poëtiques du sieur Bernier de la Brousse	1618	http://catalogue.bnf.fr/ark:/12148/cb44729702f	../TheatreLFSV2-downloaded/NER/bpt6k1090269b.tar.gz.tei_segmented_ner.xml	bpt6k1090269b.tar.gz.tei_segmented_ner.xml	bpt6k1090269b	spacy_entity_fishing
Villiers, Claude Deschamps	La Critique du Tartuffe, comédie	1670	http://catalogue.bnf.fr/ark:/12148/cb315844332	../TheatreLFSV2-downloaded/NER/bpt6k6354094m.tar.gz.tei_segmented_ner.xml	bpt6k6354094m.tar.gz.tei_segmented_ner.xml	bpt6k6354094m	spacy_entity_fishing
Regnard, Jean-François	Attendez-moy sous l'orme . Comedie	1694	http://catalogue.bnf.fr/ark:/12148/cb35944667b	../TheatreLFSV2-downloaded/NER/bpt6k61486960.tar.gz.tei_segmented_ner.xml	bpt6k61486960.tar.gz.tei_segmented_ner.xml	bpt6k61486960	spacy_entity_fishing
Montfleury	La Fille capitaine, comédie, par A.-J. Montfleury	1672	http://catalogue.bnf.fr/ark:/12148/cb309711733	../TheatreLFSV2-downloaded/NER/btv1b86221054.tar.gz.tei_segmented_ner.xml	btv1b86221054.tar.gz.tei_segmented_ner.xml	btv1b86221054	spacy_entity_fishing
Ouville, Antoine d'	L'esprit folet . Comédie. Par Mr Douville	1642	http://catalogue.bnf.fr/ark:/12148/cb310458958	../TheatreLFSV2-downloaded/NER/bpt6k1092835.tar.gz.tei_segmented_ner.xml	bpt6k1092835.tar.gz.tei_segmented_ner.xml	bpt6k1092835	spacy_entity_fishing
Chevalier, Jean	L'intrigue des carosses à cinq sous : comédie représentée sur le Théâtre royal du Marais / [par Chevalier]	1663	http://catalogue.bnf.fr/ark:/12148/cb30235336c	../TheatreLFSV2-downloaded/NER/bpt6k15193029.tar.gz.tei_segmented_ner.xml	bpt6k15193029.tar.gz.tei_segmented_ner.xml	bpt6k15193029	spacy_entity_fishing
Corneille, Pierre	Horace, tragédie (par P. Corneille)	1647	http://catalogue.bnf.fr/ark:/12148/cb302716393	../TheatreLFSV2-downloaded/NER/bpt6k12802899.tar.gz.tei_segmented_ner.xml	bpt6k12802899.tar.gz.tei_segmented_ner.xml	bpt6k12802899	spacy_entity_fishing
	Le martyre de sainte Reyne d'Alise , tragedie. Composée par un religieux de l'abbaye de Flavigny, où repose le corps de sainte Reine. Premiere edition	1687	http://catalogue.bnf.fr/ark:/12148/cb39333929p	../TheatreLFSV2-downloaded/NER/btv1b8614585w.tar.gz.tei_segmented_ner.xml	btv1b8614585w.tar.gz.tei_segmented_ner.xml	btv1b8614585w	spacy_entity_fishing
Molière	Amphitryon, comédie par J. B. P. Molière	1668	http://catalogue.bnf.fr/ark:/12148/cb32457713b	../TheatreLFSV2-downloaded/NER/btv1b86070014.tar.gz.tei_segmented_ner.xml	btv1b86070014.tar.gz.tei_segmented_ner.xml	btv1b86070014	spacy_entity_fishing
Rotrou, Jean de	Les Sosies, comédie	1668	http://catalogue.bnf.fr/ark:/12148/cb44729591b	../TheatreLFSV2-downloaded/NER/bpt6k1090155z.tar.gz.tei_segmented_ner.xml	bpt6k1090155z.tar.gz.tei_segmented_ner.xml	bpt6k1090155z	spacy_entity_fishing
Berthrand, François	La Tragédie de Pryam, Roy de Troye, [in Le Théâtre des tragédies françoises nouvellement mis en lumiere ?]	1611	http://catalogue.bnf.fr/ark:/12148/cb44729651c	../TheatreLFSV2-downloaded/NER/bpt6k10902166.tar.gz.tei_segmented_ner.xml	bpt6k10902166.tar.gz.tei_segmented_ner.xml	bpt6k10902166	spacy_entity_fishing
Morel	Timoclée, ou La générosité d'Alexandre , tragi-comédie	1658	http://catalogue.bnf.fr/ark:/12148/cb309777000	../TheatreLFSV2-downloaded/NER/bpt6k6255600p.tar.gz.tei_segmented_ner.xml	bpt6k6255600p.tar.gz.tei_segmented_ner.xml	bpt6k6255600p	spacy_entity_fishing
Molière	Le festin de pierre , comédie par J.-B. P. de Molière, édition nouvelle et toute différente de celle qui a paru jusqu'à présent	1683	http://catalogue.bnf.fr/ark:/12148/cb309585248	../TheatreLFSV2-downloaded/NER/btv1b86107912.tar.gz.tei_segmented_ner.xml	btv1b86107912.tar.gz.tei_segmented_ner.xml	btv1b86107912	spacy_entity_fishing
Molière	Le Sicilien, ou L'amour peintre, comedie. Par J. B. P. de Moliere	1668	http://catalogue.bnf.fr/ark:/12148/cb309589320	../TheatreLFSV2-downloaded/NER/bpt6k12804645.tar.gz.tei_segmented_ner.xml	bpt6k12804645.tar.gz.tei_segmented_ner.xml	bpt6k12804645	spacy_entity_fishing
Mary, Nicolas	Le prince Hermogène, tragi-comédie	1640	http://catalogue.bnf.fr/ark:/12148/cb30330535j	../TheatreLFSV2-downloaded/NER/bpt6k5715547n.tar.gz.tei_segmented_ner.xml	bpt6k5715547n.tar.gz.tei_segmented_ner.xml	bpt6k5715547n	spacy_entity_fishing
Quinault, Philippe	Atys , tragedie en musique ornée d'entrées de ballet, de machines, & de changements de théatre. Représentée devant Sa Majesté à Saint Germain en Laye, le [ ] 1676. Et remise au théatre par l'Académie royale de musique le dernier jour de l'année 1699	1699	http://catalogue.bnf.fr/ark:/12148/cb36125912g	../TheatreLFSV2-downloaded/NER/bpt6k15132112.tar.gz.tei_segmented_ner.xml	bpt6k15132112.tar.gz.tei_segmented_ner.xml	bpt6k15132112	spacy_entity_fishing
Corneille, Pierre	Cinna ou la Clémence d'Auguste	1648	http://catalogue.bnf.fr/ark:/12148/cb386503471	../TheatreLFSV2-downloaded/NER/bpt6k12802951.tar.gz.tei_segmented_ner.xml	bpt6k12802951.tar.gz.tei_segmented_ner.xml	bpt6k12802951	spacy_entity_fishing
Guérin de La Pinelière	Hippolyte , tragédie. Par de La Pinelière...	1635	http://catalogue.bnf.fr/ark:/12148/cb30738801p	../TheatreLFSV2-downloaded/NER/bpt6k5747751p.tar.gz.tei_segmented_ner.xml	bpt6k5747751p.tar.gz.tei_segmented_ner.xml	bpt6k5747751p	spacy_entity_fishing
Molière	L'Escole des maris, comedie, de J. B. P. Moliere. Representée sur le theatre du Palais Royal.	1663	http://catalogue.bnf.fr/ark:/12148/cb30958558k	../TheatreLFSV2-downloaded/NER/bpt6k12804482.tar.gz.tei_segmented_ner.xml	bpt6k12804482.tar.gz.tei_segmented_ner.xml	bpt6k12804482	spacy_entity_fishing
Basire, Gervais	Le berger inconneu, pastoralle . Où par une merveilleuse adventure, une bergere d'Arcadie, devient reine de Cypre. De l'invention du sieur de B.	1621	http://catalogue.bnf.fr/ark:/12148/cb39325351g	../TheatreLFSV2-downloaded/NER/bpt6k856888r.tar.gz.tei_segmented_ner.xml	bpt6k856888r.tar.gz.tei_segmented_ner.xml	bpt6k856888r	spacy_entity_fishing
Hauteroche, Noël Lebreton	L'amant qui ne flatte point , comédie du Sr de Hauteroche, représentée sur le théâtre royal de l'Hostel de Bourgogne	1669	http://catalogue.bnf.fr/ark:/12148/cb30582281r	../TheatreLFSV2-downloaded/NER/bpt6k6255602h.tar.gz.tei_segmented_ner.xml	bpt6k6255602h.tar.gz.tei_segmented_ner.xml	bpt6k6255602h	spacy_entity_fishing
Girard, Le Frère	"""Caian ou L'idolatre converty . Tagi-comedie [""""sic""""]. De F. G. B."""	1656	http://catalogue.bnf.fr/ark:/12148/cb305092975	../TheatreLFSV2-downloaded/NER/bpt6k8568771.tar.gz.tei_segmented_ner.xml	bpt6k8568771.tar.gz.tei_segmented_ner.xml	bpt6k8568771	spacy_entity_fishing
Rampalle	Dorothée ou la victorieuse martire de l'amour : tragédie / de Rampalle	Unknown	http://catalogue.bnf.fr/ark:/12148/cb41885747f	../TheatreLFSV2-downloaded/NER/bpt6k8589063.tar.gz.tei_segmented_ner.xml	bpt6k8589063.tar.gz.tei_segmented_ner.xml	bpt6k8589063	spacy_entity_fishing
Corneille, Thomas	D. Bertran de Cigarral , comédie	1652	http://catalogue.bnf.fr/ark:/12148/cb30272210h	../TheatreLFSV2-downloaded/NER/bpt6k62757707.tar.gz.tei_segmented_ner.xml	bpt6k62757707.tar.gz.tei_segmented_ner.xml	bpt6k62757707	spacy_entity_fishing
Nanteuil, Denis Clerselier de	La Fille Viceroy. Comédie héroïque. Par D. C. de Nanteuil,...	1672	http://catalogue.bnf.fr/ark:/12148/cb39325146b	../TheatreLFSV2-downloaded/NER/bpt6k8414817.tar.gz.tei_segmented_ner.xml	bpt6k8414817.tar.gz.tei_segmented_ner.xml	bpt6k8414817	spacy_entity_fishing
Rotrou, Jean de	Clarice ou L'amour constant. Comedie de Mr. de Rotrou.	1643	http://catalogue.bnf.fr/ark:/12148/cb31251865x	../TheatreLFSV2-downloaded/NER/bpt6k5789668b.tar.gz.tei_segmented_ner.xml	bpt6k5789668b.tar.gz.tei_segmented_ner.xml	bpt6k5789668b	spacy_entity_fishing
Le Vert	Le Docteur amoureux, comédie	1638	http://catalogue.bnf.fr/ark:/12148/cb44729540f	../TheatreLFSV2-downloaded/NER/bpt6k10901052.tar.gz.tei_segmented_ner.xml	bpt6k10901052.tar.gz.tei_segmented_ner.xml	bpt6k10901052	spacy_entity_fishing
Scarron, Paul	Dom Japhet d'Arménie , comédie, par M. Scarron	1668	http://catalogue.bnf.fr/ark:/12148/cb31308444p	../TheatreLFSV2-downloaded/NER/bpt6k57724367.tar.gz.tei_segmented_ner.xml	bpt6k57724367.tar.gz.tei_segmented_ner.xml	bpt6k57724367	spacy_entity_fishing
Molière	Monsieur de Pourceaugnac, comédie faite à Chambord pour le divertissement du Roy, par J. B. P. Molière	1670	http://catalogue.bnf.fr/ark:/12148/cb386511529	../TheatreLFSV2-downloaded/NER/bpt6k12805544.tar.gz.tei_segmented_ner.xml	bpt6k12805544.tar.gz.tei_segmented_ner.xml	bpt6k12805544	spacy_entity_fishing
Corneille, Pierre	Horace, tragédie par le Sieur Corneille...	1654	http://catalogue.bnf.fr/ark:/12148/cb386503231	../TheatreLFSV2-downloaded/NER/bpt6k1280299p.tar.gz.tei_segmented_ner.xml	bpt6k1280299p.tar.gz.tei_segmented_ner.xml	bpt6k1280299p	spacy_entity_fishing
Montchrestien, Antoine de	Les Tragédies d'Anthoine de Montchrestien [...] Edition nouvelle augmentee par l'auteur	1604	http://catalogue.bnf.fr/ark:/12148/cb44729699c	../TheatreLFSV2-downloaded/NER/bpt6k10902663.tar.gz.tei_segmented_ner.xml	bpt6k10902663.tar.gz.tei_segmented_ner.xml	bpt6k10902663	spacy_entity_fishing
Passerat, François	Amarillis petite pastoralle mêlée de récit, de musique et de danse... / par M. Passerat	1695	http://catalogue.bnf.fr/ark:/12148/cb38767261c	../TheatreLFSV2-downloaded/NER/bpt6k8528619.tar.gz.tei_segmented_ner.xml	bpt6k8528619.tar.gz.tei_segmented_ner.xml	bpt6k8528619	spacy_entity_fishing
Benesin, De	Luciane ou La credulité blasmable .Tragi-comedie pastorale. Dediée a monsieur de Villemontée	1634	http://catalogue.bnf.fr/ark:/12148/cb39325085z	../TheatreLFSV2-downloaded/NER/bpt6k852916s.tar.gz.tei_segmented_ner.xml	bpt6k852916s.tar.gz.tei_segmented_ner.xml	bpt6k852916s	spacy_entity_fishing
Rotrou, Jean de	Le Filandre , comédie de Rotrou	1637	http://catalogue.bnf.fr/ark:/12148/cb31251888k	../TheatreLFSV2-downloaded/NER/bpt6k5745557v.tar.gz.tei_segmented_ner.xml	bpt6k5745557v.tar.gz.tei_segmented_ner.xml	bpt6k5745557v	spacy_entity_fishing
	Dialogue du cardinal de Richelieu voulant entrer en Paradis, et sa descente aux enfers . Tragi-comédie	1643	http://catalogue.bnf.fr/ark:/12148/cb333458801	../TheatreLFSV2-downloaded/NER/bpt6k5651559g.tar.gz.tei_segmented_ner.xml	bpt6k5651559g.tar.gz.tei_segmented_ner.xml	bpt6k5651559g	spacy_entity_fishing
Faure, Le sieur	Manlius Torquatus tragedie	1662	http://catalogue.bnf.fr/ark:/12148/cb39324968m	../TheatreLFSV2-downloaded/NER/bpt6k852852b.tar.gz.tei_segmented_ner.xml	bpt6k852852b.tar.gz.tei_segmented_ner.xml	bpt6k852852b	spacy_entity_fishing
Molière	Les oeuvres de Monsieur de Molière. Tome 7 / , reveuës, corrigées et augmentées [par Vivot et C. Varlet, sieur de La Grange]... [T. I-VI.] - Les Oeuvres posthumes de Monsieur de Molière. T. VII [-VIII], imprimées pour la première fois en 1682...	1682	http://catalogue.bnf.fr/ark:/12148/cb30958087s	../TheatreLFSV2-downloaded/NER/bpt6k1525193g.tar.gz.tei_segmented_ner.xml	bpt6k1525193g.tar.gz.tei_segmented_ner.xml	bpt6k1525193g	spacy_entity_fishing
Molière	Sganarelle ou le Cocu imaginaire, comédie avec les arguments de chaque scène	1662	http://catalogue.bnf.fr/ark:/12148/cb38650866p	../TheatreLFSV2-downloaded/NER/bpt6k12803991.tar.gz.tei_segmented_ner.xml	bpt6k12803991.tar.gz.tei_segmented_ner.xml	bpt6k12803991	spacy_entity_fishing
Desmarets de Saint-Sorlin, Jean	Europe : comédie héroïque	1645	http://catalogue.bnf.fr/ark:/12148/cb352854320	../TheatreLFSV2-downloaded/NER/bpt6k6364578h.tar.gz.tei_segmented_ner.xml	bpt6k6364578h.tar.gz.tei_segmented_ner.xml	bpt6k6364578h	spacy_entity_fishing
Dancourt	La Foire Saint-Germain, comedie . De M. Dancourt	1696	http://catalogue.bnf.fr/ark:/12148/cb30297741s	../TheatreLFSV2-downloaded/NER/bpt6k9791972w.tar.gz.tei_segmented_ner.xml	bpt6k9791972w.tar.gz.tei_segmented_ner.xml	bpt6k9791972w	spacy_entity_fishing
Le Grand, Alexandre	Le triomphe de l'amour divin de Sainte Reine, vierge et martyre, tragédie en machine... / par Alexandre Le Grand...	1671	http://catalogue.bnf.fr/ark:/12148/cb39324999w	../TheatreLFSV2-downloaded/NER/bpt6k852858m.tar.gz.tei_segmented_ner.xml	bpt6k852858m.tar.gz.tei_segmented_ner.xml	bpt6k852858m	spacy_entity_fishing
Saint-Glas, Pierre de	Les Bouts-Rimez, comédie	1682	http://catalogue.bnf.fr/ark:/12148/cb447296234	../TheatreLFSV2-downloaded/NER/bpt6k1090188b.tar.gz.tei_segmented_ner.xml	bpt6k1090188b.tar.gz.tei_segmented_ner.xml	bpt6k1090188b	spacy_entity_fishing
