author	title	publication_date	link	path	filename	document_id	entity_linking
Prévost, Jean	Les Secondes Œuvres poetiques et tragiques de Jeahn Prevost [...], Imprimees nouvelement	1613	http://catalogue.bnf.fr/ark:/12148/cb447297044	../TheatreLFSV2-downloaded/NER/bpt6k1090271d.tar.gz.tei_segmented_ner.xml	bpt6k1090271d.tar.gz.tei_segmented_ner.xml	bpt6k1090271d	spacy_entity_fishing
Fontenelle, Bernard de	Thétis et Pélée, tragédie en musique, représentée par l'Académie royalle de musique. [Paroles de Fontenelle, musique de Colasse.]	1697	http://catalogue.bnf.fr/ark:/12148/cb30448253z	../TheatreLFSV2-downloaded/NER/bpt6k1522463f.tar.gz.tei_segmented_ner.xml	bpt6k1522463f.tar.gz.tei_segmented_ner.xml	bpt6k1522463f	spacy_entity_fishing
Gilbert, Gabriel	Les amours d'Angélique et de Médor , tragi-comédie. Par M. Gilbert	1664	http://catalogue.bnf.fr/ark:/12148/cb30506033n	../TheatreLFSV2-downloaded/NER/bpt6k58157717.tar.gz.tei_segmented_ner.xml	bpt6k58157717.tar.gz.tei_segmented_ner.xml	bpt6k58157717	spacy_entity_fishing
Desmarets de Saint-Sorlin, Jean	Les visionnaires . Comedie. Seconde edition	1639	http://catalogue.bnf.fr/ark:/12148/cb361271431	../TheatreLFSV2-downloaded/NER/bpt6k55303536.tar.gz.tei_segmented_ner.xml	bpt6k55303536.tar.gz.tei_segmented_ner.xml	bpt6k55303536	spacy_entity_fishing
Gombauld, Jean de	L'Amaranthe de Gombauld , pastorale	1631	http://catalogue.bnf.fr/ark:/12148/cb305205826	../TheatreLFSV2-downloaded/NER/bpt6k56285481.tar.gz.tei_segmented_ner.xml	bpt6k56285481.tar.gz.tei_segmented_ner.xml	bpt6k56285481	spacy_entity_fishing
Molière	Le bourgeois gentilhomme, comédie-balet faite à Chambort, pour le divertissement du Roy . Par J.-B. P. Molière	1673	http://catalogue.bnf.fr/ark:/12148/cb309584558	../TheatreLFSV2-downloaded/NER/bpt6k5783830q.tar.gz.tei_segmented_ner.xml	bpt6k5783830q.tar.gz.tei_segmented_ner.xml	bpt6k5783830q	spacy_entity_fishing
	Les Coups du hazard, comédie	1691	http://catalogue.bnf.fr/ark:/12148/cb39325196w	../TheatreLFSV2-downloaded/NER/bpt6k852922m.tar.gz.tei_segmented_ner.xml	bpt6k852922m.tar.gz.tei_segmented_ner.xml	bpt6k852922m	spacy_entity_fishing
Aubignac, François Hédelin	Sainte Catherine, tragédie	1681	http://catalogue.bnf.fr/ark:/12148/cb44729565s	../TheatreLFSV2-downloaded/NER/bpt6k10901304.tar.gz.tei_segmented_ner.xml	bpt6k10901304.tar.gz.tei_segmented_ner.xml	bpt6k10901304	spacy_entity_fishing
	Sur le martyre des SS. Innocens, tragédie	1660	http://catalogue.bnf.fr/ark:/12148/cb447291541	../TheatreLFSV2-downloaded/NER/bpt6k10900561.tar.gz.tei_segmented_ner.xml	bpt6k10900561.tar.gz.tei_segmented_ner.xml	bpt6k10900561	spacy_entity_fishing
Hauteroche, Noël Lebreton	Les bourgeoises de qualité . Comedie. Par Mr de Haute Roche	1691	http://catalogue.bnf.fr/ark:/12148/cb30582284s	../TheatreLFSV2-downloaded/NER/bpt6k5752605t.tar.gz.tei_segmented_ner.xml	bpt6k5752605t.tar.gz.tei_segmented_ner.xml	bpt6k5752605t	spacy_entity_fishing
Billard de Courgenay, Claude	Tragedies de Claude Billard, sieur de Courgenay, Bourbonnois	1611	http://catalogue.bnf.fr/ark:/12148/cb44729712r	../TheatreLFSV2-downloaded/NER/bpt6k1090279q.tar.gz.tei_segmented_ner.xml	bpt6k1090279q.tar.gz.tei_segmented_ner.xml	bpt6k1090279q	spacy_entity_fishing
Cyrano de Bergerac, Savinien de	La mort d'Agrippine : tragédie / par Mr de Cyrano Bergerac	1654	http://catalogue.bnf.fr/ark:/12148/cb30293803j	../TheatreLFSV2-downloaded/NER/bpt6k1081525.tar.gz.tei_segmented_ner.xml	bpt6k1081525.tar.gz.tei_segmented_ner.xml	bpt6k1081525	spacy_entity_fishing
Mareschal, André	Le Railleur, ou La satyre du temps , comédie	1638	http://catalogue.bnf.fr/ark:/12148/cb30881262r	../TheatreLFSV2-downloaded/NER/bpt6k6255892m.tar.gz.tei_segmented_ner.xml	bpt6k6255892m.tar.gz.tei_segmented_ner.xml	bpt6k6255892m	spacy_entity_fishing
Molière	Le grand divertissement royal de Versailles	1668	http://catalogue.bnf.fr/ark:/12148/cb30958657h	../TheatreLFSV2-downloaded/NER/bpt6k1526239b.tar.gz.tei_segmented_ner.xml	bpt6k1526239b.tar.gz.tei_segmented_ner.xml	bpt6k1526239b	spacy_entity_fishing
Monléon, De	L'Amphytrite	1630	http://catalogue.bnf.fr/ark:/12148/cb447294525	../TheatreLFSV2-downloaded/NER/bpt6k10900227.tar.gz.tei_segmented_ner.xml	bpt6k10900227.tar.gz.tei_segmented_ner.xml	bpt6k10900227	spacy_entity_fishing
Tasse, Le	L'Aminte,... pastorale fidellement traduite de l'italien en vers françois [par Vion Dalibray]...	1632	http://catalogue.bnf.fr/ark:/12148/cb386931591	../TheatreLFSV2-downloaded/NER/bpt6k12801807.tar.gz.tei_segmented_ner.xml	bpt6k12801807.tar.gz.tei_segmented_ner.xml	bpt6k12801807	spacy_entity_fishing
Montluc, Adrien de	La Comédie des proverbes, pièce comique	1698	http://catalogue.bnf.fr/ark:/12148/cb447295397	../TheatreLFSV2-downloaded/NER/bpt6k1090104n.tar.gz.tei_segmented_ner.xml	bpt6k1090104n.tar.gz.tei_segmented_ner.xml	bpt6k1090104n	spacy_entity_fishing
Rotrou, Jean de	La Sœur genereuse, comédie	1647	http://catalogue.bnf.fr/ark:/12148/cb44729631r	../TheatreLFSV2-downloaded/NER/bpt6k10901979.tar.gz.tei_segmented_ner.xml	bpt6k10901979.tar.gz.tei_segmented_ner.xml	bpt6k10901979	spacy_entity_fishing
Mareschal, André	Le Dictateur romain : tragédie dédiée à Mgr le duc d'Espernon / [A. Mareschal]	1647	http://catalogue.bnf.fr/ark:/12148/cb35285434p	../TheatreLFSV2-downloaded/NER/bpt6k63412802.tar.gz.tei_segmented_ner.xml	bpt6k63412802.tar.gz.tei_segmented_ner.xml	bpt6k63412802	spacy_entity_fishing
Dorimond	La Roselie, ou le Dom Guillot, comédie	1662	http://catalogue.bnf.fr/ark:/12148/cb44729660b	../TheatreLFSV2-downloaded/NER/bpt6k10902255.tar.gz.tei_segmented_ner.xml	bpt6k10902255.tar.gz.tei_segmented_ner.xml	bpt6k10902255	spacy_entity_fishing
Mary, Nicolas	Les Galantes vertueuses : histoire véritable et arrivée de ce temps pendant le siège de Thurin : tragi-comédie / [Desfontaines]	1642	http://catalogue.bnf.fr/ark:/12148/cb352854351	../TheatreLFSV2-downloaded/NER/bpt6k63622516.tar.gz.tei_segmented_ner.xml	bpt6k63622516.tar.gz.tei_segmented_ner.xml	bpt6k63622516	spacy_entity_fishing
Prévost, Jean	Les Tragedies et Autres Œuvres poëtiques de Jean Prevost [...]	1618	http://catalogue.bnf.fr/ark:/12148/cb44729703s	../TheatreLFSV2-downloaded/NER/bpt6k10902700.tar.gz.tei_segmented_ner.xml	bpt6k10902700.tar.gz.tei_segmented_ner.xml	bpt6k10902700	spacy_entity_fishing
Corneille, Pierre	Oedipe, tragédie par P. Corneille	1660	http://catalogue.bnf.fr/ark:/12148/cb38650466k	../TheatreLFSV2-downloaded/NER/bpt6k1280331f.tar.gz.tei_segmented_ner.xml	bpt6k1280331f.tar.gz.tei_segmented_ner.xml	bpt6k1280331f	spacy_entity_fishing
Villedieu, Marie-Catherine-Hortense de	Le Favory, tragi-comédie	1665	http://catalogue.bnf.fr/ark:/12148/cb447295335	../TheatreLFSV2-downloaded/NER/bpt6k1090096j.tar.gz.tei_segmented_ner.xml	bpt6k1090096j.tar.gz.tei_segmented_ner.xml	bpt6k1090096j	spacy_entity_fishing
Dorimond	La Femme industrieuse, comédie	1661	http://catalogue.bnf.fr/ark:/12148/cb447295900	../TheatreLFSV2-downloaded/NER/bpt6k1090154j.tar.gz.tei_segmented_ner.xml	bpt6k1090154j.tar.gz.tei_segmented_ner.xml	bpt6k1090154j	spacy_entity_fishing
Quinault, Philippe	Proserpine, tragédie en musique , ornée d'entrées de ballet, de machines, & de changements de théâtre. Représentée devant sa majesté à Saint Germain en Laye le troisième février 1680	1680	http://catalogue.bnf.fr/ark:/12148/cb335564305	../TheatreLFSV2-downloaded/NER/bpt6k1521653f.tar.gz.tei_segmented_ner.xml	bpt6k1521653f.tar.gz.tei_segmented_ner.xml	bpt6k1521653f	spacy_entity_fishing
Molière	Amphitryon, comédie par J. B. P. de Molière	1669	http://catalogue.bnf.fr/ark:/12148/cb38651113d	../TheatreLFSV2-downloaded/NER/bpt6k12805529.tar.gz.tei_segmented_ner.xml	bpt6k12805529.tar.gz.tei_segmented_ner.xml	bpt6k12805529	spacy_entity_fishing
Rayssiguier, De	Alidor et Oronte. Tragi-comedie du sieur de R.	1636	http://catalogue.bnf.fr/ark:/12148/cb38768451v	../TheatreLFSV2-downloaded/NER/bpt6k1513096g.tar.gz.tei_segmented_ner.xml	bpt6k1513096g.tar.gz.tei_segmented_ner.xml	bpt6k1513096g	spacy_entity_fishing
Scudéry, Georges de	Ligdamon et Lidias, ou La ressemblance . Tragi-comédie. Par M. de Scudéry	1631	http://catalogue.bnf.fr/ark:/12148/cb31341750k	../TheatreLFSV2-downloaded/NER/bpt6k56261696.tar.gz.tei_segmented_ner.xml	bpt6k56261696.tar.gz.tei_segmented_ner.xml	bpt6k56261696	spacy_entity_fishing
Discret, L	Les nopces de Vaugirard, ou Les naifvetéz champestres . Pastoralle dédiée à ceux qui veulent rire. Par L. C. D.	1638	http://catalogue.bnf.fr/ark:/12148/cb30344268v	../TheatreLFSV2-downloaded/NER/bpt6k6269158p.tar.gz.tei_segmented_ner.xml	bpt6k6269158p.tar.gz.tei_segmented_ner.xml	bpt6k6269158p	spacy_entity_fishing
	Le Combat victorieux de Bachus contre Neptune. Ensemble sa naissance et sa vie. Comédie en prose	1634	http://catalogue.bnf.fr/ark:/12148/cb39325187x	../TheatreLFSV2-downloaded/NER/bpt6k856876n.tar.gz.tei_segmented_ner.xml	bpt6k856876n.tar.gz.tei_segmented_ner.xml	bpt6k856876n	spacy_entity_fishing
Boisrobert, François de	Les coups d'amour et de fortune ou L'heureux infortuné : tragi-comédie	1656	http://catalogue.bnf.fr/ark:/12148/cb36063488h	../TheatreLFSV2-downloaded/NER/bpt6k858706.tar.gz.tei_segmented_ner.xml	bpt6k858706.tar.gz.tei_segmented_ner.xml	bpt6k858706	spacy_entity_fishing
Scudéry, Georges de	La comedie des comediens poeme de nouvelle invention . Par monsieur de Scudery	1635	http://catalogue.bnf.fr/ark:/12148/cb31341741m	../TheatreLFSV2-downloaded/NER/bpt6k5675022h.tar.gz.tei_segmented_ner.xml	bpt6k5675022h.tar.gz.tei_segmented_ner.xml	bpt6k5675022h	spacy_entity_fishing
Gilbert, Gabriel	Arie et Petus, ou Les amours de Néron . Tragédie par M. Gilbert,...	1660	http://catalogue.bnf.fr/ark:/12148/cb30506039q	../TheatreLFSV2-downloaded/NER/bpt6k6251467x.tar.gz.tei_segmented_ner.xml	bpt6k6251467x.tar.gz.tei_segmented_ner.xml	bpt6k6251467x	spacy_entity_fishing
Molière	Psiché, tragédie-ballet par J. B. P. Molière	1680	http://catalogue.bnf.fr/ark:/12148/cb386511916	../TheatreLFSV2-downloaded/NER/bpt6k1280566b.tar.gz.tei_segmented_ner.xml	bpt6k1280566b.tar.gz.tei_segmented_ner.xml	bpt6k1280566b	spacy_entity_fishing
	Comédie admirable intitulée la Merveille, où l'on voit un capitaine françois, esclave du Soldam d'Egypte, transporté de son bon sens, ce donne au Diable pour s'affranchir de servitude, lequel il trompe mesme subtillement tant qu'il fut contrainct luy rendre son obligation	1620	http://catalogue.bnf.fr/ark:/12148/cb33312212j	../TheatreLFSV2-downloaded/NER/bpt6k857058h.tar.gz.tei_segmented_ner.xml	bpt6k857058h.tar.gz.tei_segmented_ner.xml	bpt6k857058h	spacy_entity_fishing
Corneille, Thomas	Stilicon, tragédie	1661	http://catalogue.bnf.fr/ark:/12148/cb319692094	../TheatreLFSV2-downloaded/NER/bpt6k1336391.tar.gz.tei_segmented_ner.xml	bpt6k1336391.tar.gz.tei_segmented_ner.xml	bpt6k1336391	spacy_entity_fishing
Boyer, Claude	Le Jeune Marius, tragédie	1669	http://catalogue.bnf.fr/ark:/12148/cb44729688q	../TheatreLFSV2-downloaded/NER/bpt6k10902559.tar.gz.tei_segmented_ner.xml	bpt6k10902559.tar.gz.tei_segmented_ner.xml	bpt6k10902559	spacy_entity_fishing
Molière	George Dandin, ou le mary confondu, comédie par J. B. P. de Molière	1670	http://catalogue.bnf.fr/ark:/12148/cb38651122c	../TheatreLFSV2-downloaded/NER/bpt6k1280537m.tar.gz.tei_segmented_ner.xml	bpt6k1280537m.tar.gz.tei_segmented_ner.xml	bpt6k1280537m	spacy_entity_fishing
Regnard, Jean-François	"""Scènes françoises de la comédie italienne intitulée """"la Foire S.-Germain"""" , comme elles ont paru dans les premières représentations"""	1696	http://catalogue.bnf.fr/ark:/12148/cb30369299r	../TheatreLFSV2-downloaded/NER/bpt6k5745654z.tar.gz.tei_segmented_ner.xml	bpt6k5745654z.tar.gz.tei_segmented_ner.xml	bpt6k5745654z	spacy_entity_fishing
Bauter, Charles	La Rodomontade, Mort de Roger, tragédies et Amours de Catherine	1605	http://catalogue.bnf.fr/ark:/12148/cb44729508z	../TheatreLFSV2-downloaded/NER/bpt6k10900724.tar.gz.tei_segmented_ner.xml	bpt6k10900724.tar.gz.tei_segmented_ner.xml	bpt6k10900724	spacy_entity_fishing
	Les trophees de la fidélité, trage-comedie pastorale . Aux bons esprits	1632	http://catalogue.bnf.fr/ark:/12148/cb39325116d	../TheatreLFSV2-downloaded/NER/bpt6k8568847.tar.gz.tei_segmented_ner.xml	bpt6k8568847.tar.gz.tei_segmented_ner.xml	bpt6k8568847	spacy_entity_fishing
Auger, Jacques	La mort de Caton, ou L'illustre desespéré tragedie	1648	http://catalogue.bnf.fr/ark:/12148/cb45675147s	../TheatreLFSV2-downloaded/NER/bpt6k852860x.tar.gz.tei_segmented_ner.xml	bpt6k852860x.tar.gz.tei_segmented_ner.xml	bpt6k852860x	spacy_entity_fishing
	Le Theatre Francois, contenant Le Trebuchement de Phaëton, La Mort de Roger, La Mort de Bradamante, Andromede delivrée, Le Foudroyement d'Athamas, et La Folie de Silene	1625	http://catalogue.bnf.fr/ark:/12148/cb447291619	../TheatreLFSV2-downloaded/NER/bpt6k1090305r.tar.gz.tei_segmented_ner.xml	bpt6k1090305r.tar.gz.tei_segmented_ner.xml	bpt6k1090305r	spacy_entity_fishing
Hardy, Alexandre	Le Théâtre d'Alexandre Hardy, Parisien, tome quatriesme	1626	http://catalogue.bnf.fr/ark:/12148/cb447294587	../TheatreLFSV2-downloaded/NER/bpt6k1090295t.tar.gz.tei_segmented_ner.xml	bpt6k1090295t.tar.gz.tei_segmented_ner.xml	bpt6k1090295t	spacy_entity_fishing
	La forte romaine, ou Sainte Suzanne par Vallée	Unknown	http://catalogue.bnf.fr/ark:/12148/cb393339150	../TheatreLFSV2-downloaded/NER/bpt6k856976z.tar.gz.tei_segmented_ner.xml	bpt6k856976z.tar.gz.tei_segmented_ner.xml	bpt6k856976z	spacy_entity_fishing
Corneille, Pierre	Polyeucte martyr, tragédie par Mr de Corneille	1685	http://catalogue.bnf.fr/ark:/12148/cb38650373k	../TheatreLFSV2-downloaded/NER/bpt6k1280318k.tar.gz.tei_segmented_ner.xml	bpt6k1280318k.tar.gz.tei_segmented_ner.xml	bpt6k1280318k	spacy_entity_fishing
	Les pygmées , tragi-comedie ornee de musique, d'entrées de balet, de machines, & de changemens de theatre. Representée en leur hostel royal, au Marais du temple à Paris	1676	http://catalogue.bnf.fr/ark:/12148/cb33559014j	../TheatreLFSV2-downloaded/NER/bpt6k3171002.tar.gz.tei_segmented_ner.xml	bpt6k3171002.tar.gz.tei_segmented_ner.xml	bpt6k3171002	spacy_entity_fishing
Mareschal, André	La Genereuse Allemande ou le Triomphe d'amour, tragi-comedie, mise en deux journées [...], Premiere journee	1631	http://catalogue.bnf.fr/ark:/12148/cb447297342	../TheatreLFSV2-downloaded/NER/bpt6k10903080.tar.gz.tei_segmented_ner.xml	bpt6k10903080.tar.gz.tei_segmented_ner.xml	bpt6k10903080	spacy_entity_fishing
Pradon, Nicolas	Statira, tragédie par Mr Pradon	1680	http://catalogue.bnf.fr/ark:/12148/cb311463583	../TheatreLFSV2-downloaded/NER/bpt6k8416272.tar.gz.tei_segmented_ner.xml	bpt6k8416272.tar.gz.tei_segmented_ner.xml	bpt6k8416272	spacy_entity_fishing
Campistron, Jean Galbert de	Achile et Polixene , tragedie en musique, representée par l'Academie royale de musique	1688	http://catalogue.bnf.fr/ark:/12148/cb36116411s	../TheatreLFSV2-downloaded/NER/bpt6k5816386m.tar.gz.tei_segmented_ner.xml	bpt6k5816386m.tar.gz.tei_segmented_ner.xml	bpt6k5816386m	spacy_entity_fishing
Gilbert, Gabriel	Les Intrigues amoureuses, comédie	1667	http://catalogue.bnf.fr/ark:/12148/cb44729694n	../TheatreLFSV2-downloaded/NER/bpt6k10902611.tar.gz.tei_segmented_ner.xml	bpt6k10902611.tar.gz.tei_segmented_ner.xml	bpt6k10902611	spacy_entity_fishing
Quinault, Philippe	La Comédie sans comédie par le sr Quinault	1657	http://catalogue.bnf.fr/ark:/12148/cb31164506b	../TheatreLFSV2-downloaded/NER/bpt6k3151507.tar.gz.tei_segmented_ner.xml	bpt6k3151507.tar.gz.tei_segmented_ner.xml	bpt6k3151507	spacy_entity_fishing
Molière	L'estourdy ou Les Contre-temps, comedie. Representée sur le Theatre du Palais-Royal. Par J. B. P. Moliere.	1663	http://catalogue.bnf.fr/ark:/12148/cb30958579j	../TheatreLFSV2-downloaded/NER/btv1b8610788k.tar.gz.tei_segmented_ner.xml	btv1b8610788k.tar.gz.tei_segmented_ner.xml	btv1b8610788k	spacy_entity_fishing
Benserade, Isaac de	Ballet des Muses . Dansé par Sa Majesté à son chasteau de S. Germain en Laye, le 2. décembre 1666	1666	http://catalogue.bnf.fr/ark:/12148/cb30085086s	../TheatreLFSV2-downloaded/NER/bpt6k15262311.tar.gz.tei_segmented_ner.xml	bpt6k15262311.tar.gz.tei_segmented_ner.xml	bpt6k15262311	spacy_entity_fishing
Villedieu, Marie-Catherine-Hortense de	Manlius, tragi-comédie	1662	http://catalogue.bnf.fr/ark:/12148/cb447295037	../TheatreLFSV2-downloaded/NER/bpt6k1090067t.tar.gz.tei_segmented_ner.xml	bpt6k1090067t.tar.gz.tei_segmented_ner.xml	bpt6k1090067t	spacy_entity_fishing
Molière	Le medecin malgre luy. Comedie. Par J.-B. P. Moliere	1673	http://catalogue.bnf.fr/ark:/12148/cb30958739v	../TheatreLFSV2-downloaded/NER/bpt6k1280463r.tar.gz.tei_segmented_ner.xml	bpt6k1280463r.tar.gz.tei_segmented_ner.xml	bpt6k1280463r	spacy_entity_fishing
Racine, Jean	Iphigénie , tragédie par M. Racine	1675	http://catalogue.bnf.fr/ark:/12148/cb31169276w	../TheatreLFSV2-downloaded/NER/btv1b8610816f.tar.gz.tei_segmented_ner.xml	btv1b8610816f.tar.gz.tei_segmented_ner.xml	btv1b8610816f	spacy_entity_fishing
Nerée, Richard Jean de	Le triomphe de la Ligue . Tragoedie nouvelle	1607	http://catalogue.bnf.fr/ark:/12148/cb310092069	../TheatreLFSV2-downloaded/NER/bpt6k57349337.tar.gz.tei_segmented_ner.xml	bpt6k57349337.tar.gz.tei_segmented_ner.xml	bpt6k57349337	spacy_entity_fishing
Molière	Sganarelle ou le Cocu imaginaire, comédie par J. B. P. Molière [sic]	1666	http://catalogue.bnf.fr/ark:/12148/cb386508671	../TheatreLFSV2-downloaded/NER/bpt6k1280460h.tar.gz.tei_segmented_ner.xml	bpt6k1280460h.tar.gz.tei_segmented_ner.xml	bpt6k1280460h	spacy_entity_fishing
Passerat, François	L'heureux accident ou la maison de campagne, comédie / par M. Passerat	1695	http://catalogue.bnf.fr/ark:/12148/cb38767264d	../TheatreLFSV2-downloaded/NER/bpt6k852855g.tar.gz.tei_segmented_ner.xml	bpt6k852855g.tar.gz.tei_segmented_ner.xml	bpt6k852855g	spacy_entity_fishing
	La Fontange ou les Façonnières, comédie nouvelle	1694	http://catalogue.bnf.fr/ark:/12148/cb386520915	../TheatreLFSV2-downloaded/NER/bpt6k8572113.tar.gz.tei_segmented_ner.xml	bpt6k8572113.tar.gz.tei_segmented_ner.xml	bpt6k8572113	spacy_entity_fishing
Mairet, Jean	Les galanteries du duc d'Ossonne, vice-roy de Naples , comédie de Mairet	1636	http://catalogue.bnf.fr/ark:/12148/cb308628193	../TheatreLFSV2-downloaded/NER/bpt6k5744763z.tar.gz.tei_segmented_ner.xml	bpt6k5744763z.tar.gz.tei_segmented_ner.xml	bpt6k5744763z	spacy_entity_fishing
Rosimond, Claude Rose	La Dupe amoureuse, comédie	1671	http://catalogue.bnf.fr/ark:/12148/cb44729568t	../TheatreLFSV2-downloaded/NER/bpt6k1090133c.tar.gz.tei_segmented_ner.xml	bpt6k1090133c.tar.gz.tei_segmented_ner.xml	bpt6k1090133c	spacy_entity_fishing
Larivey, Pierre de	Trois Comedies des six dernieres de Pierre de Larivey, champenois. A l'imitation des anciens Grecs, Latins & Modernes Italiens	1611	http://catalogue.bnf.fr/ark:/12148/cb44729706t	../TheatreLFSV2-downloaded/NER/bpt6k10902737.tar.gz.tei_segmented_ner.xml	bpt6k10902737.tar.gz.tei_segmented_ner.xml	bpt6k10902737	spacy_entity_fishing
Rotrou, Jean de	Celie ou Le Vice-roy de Naples, tragi-comedie. Par Monsieur de Rotrou.	1646	http://catalogue.bnf.fr/ark:/12148/cb31251858n	../TheatreLFSV2-downloaded/NER/btv1b8622117b.tar.gz.tei_segmented_ner.xml	btv1b8622117b.tar.gz.tei_segmented_ner.xml	btv1b8622117b	spacy_entity_fishing
Gilbert, Gabriel	Les Amours d'Ovide, pastorale heroique	1664	http://catalogue.bnf.fr/ark:/12148/cb44729697p	../TheatreLFSV2-downloaded/NER/bpt6k10902648.tar.gz.tei_segmented_ner.xml	bpt6k10902648.tar.gz.tei_segmented_ner.xml	bpt6k10902648	spacy_entity_fishing
Molière	Le dépit amoureux, comedie. Representée sur le Theatre du Palais Royal. De J. B. P. Moliere	1663	http://catalogue.bnf.fr/ark:/12148/cb45749024c	../TheatreLFSV2-downloaded/NER/bpt6k1280417h.tar.gz.tei_segmented_ner.xml	bpt6k1280417h.tar.gz.tei_segmented_ner.xml	bpt6k1280417h	spacy_entity_fishing
Racine, Jean	Oeuvres de Racine. Tome Premier. [ - Tome Second.]. Vol. 1	1676	http://catalogue.bnf.fr/ark:/12148/cb31168676r	../TheatreLFSV2-downloaded/NER/bpt6k9905809.tar.gz.tei_segmented_ner.xml	bpt6k9905809.tar.gz.tei_segmented_ner.xml	bpt6k9905809	spacy_entity_fishing
	Les Pretieuses ridicules comedie. Representée au Petit Bourbon. Nouvellement mises en vers. Seconde edition.	1661	http://catalogue.bnf.fr/ark:/12148/cb31382774n	../TheatreLFSV2-downloaded/NER/bpt6k1280394z.tar.gz.tei_segmented_ner.xml	bpt6k1280394z.tar.gz.tei_segmented_ner.xml	bpt6k1280394z	spacy_entity_fishing
Molière	Dépit amoureux. Comedie, representée sur le Theatre du Palais Royal. De I. B. P. Moliere	1663	http://catalogue.bnf.fr/ark:/12148/cb38650836r	../TheatreLFSV2-downloaded/NER/bpt6k1280403g.tar.gz.tei_segmented_ner.xml	bpt6k1280403g.tar.gz.tei_segmented_ner.xml	bpt6k1280403g	spacy_entity_fishing
Lapoujade	Faramond ou le Triomphe des Héros, tragicomédie	1672	http://catalogue.bnf.fr/ark:/12148/cb393250582	../TheatreLFSV2-downloaded/NER/bpt6k852853q.tar.gz.tei_segmented_ner.xml	bpt6k852853q.tar.gz.tei_segmented_ner.xml	bpt6k852853q	spacy_entity_fishing
Viau, Théophile de	La Tragédie de Pasiphae, par le sr Théophile, qui est nouvelle et n'a jamais esté représentée	1631	http://catalogue.bnf.fr/ark:/12148/cb31570964j	../TheatreLFSV2-downloaded/NER/bpt6k54586494.tar.gz.tei_segmented_ner.xml	bpt6k54586494.tar.gz.tei_segmented_ner.xml	bpt6k54586494	spacy_entity_fishing
Corneille, Pierre	Andromède, tragédie représentée avec les machines sur le théâtre royal de Bourbon	1660	http://catalogue.bnf.fr/ark:/12148/cb386504479	../TheatreLFSV2-downloaded/NER/bpt6k1281045r.tar.gz.tei_segmented_ner.xml	bpt6k1281045r.tar.gz.tei_segmented_ner.xml	bpt6k1281045r	spacy_entity_fishing
Molière	L'idylle et Les festes de l'amour et de Bacchus , pastorale. Représentée par l'Académie royale de musique	1689	http://catalogue.bnf.fr/ark:/12148/cb30958630g	../TheatreLFSV2-downloaded/NER/bpt6k6340762j.tar.gz.tei_segmented_ner.xml	bpt6k6340762j.tar.gz.tei_segmented_ner.xml	bpt6k6340762j	spacy_entity_fishing
Rotrou, Jean de	Les sosies, comedie de Rotrou.	1638	http://catalogue.bnf.fr/ark:/12148/cb31251918p	../TheatreLFSV2-downloaded/NER/btv1b8626230s.tar.gz.tei_segmented_ner.xml	btv1b8626230s.tar.gz.tei_segmented_ner.xml	btv1b8626230s	spacy_entity_fishing
Borée, Vincent	Les Princes victorieux, tragedies françoises [suivi de] Les Peintures morales	1627	http://catalogue.bnf.fr/ark:/12148/cb447297075	../TheatreLFSV2-downloaded/NER/bpt6k1090274n.tar.gz.tei_segmented_ner.xml	bpt6k1090274n.tar.gz.tei_segmented_ner.xml	bpt6k1090274n	spacy_entity_fishing
Mary, Nicolas	Perside, ou la Suitte d'Ibrahim Bassa, tragédie	1649	http://catalogue.bnf.fr/ark:/12148/cb44729582c	../TheatreLFSV2-downloaded/NER/bpt6k1090147d.tar.gz.tei_segmented_ner.xml	bpt6k1090147d.tar.gz.tei_segmented_ner.xml	bpt6k1090147d	spacy_entity_fishing
La Grange-Chancel, François-Joseph de	Oreste et Pylade : tragédie / [par La Grange-Chancel]	1699	http://catalogue.bnf.fr/ark:/12148/cb33521741t	../TheatreLFSV2-downloaded/NER/bpt6k1087822.tar.gz.tei_segmented_ner.xml	bpt6k1087822.tar.gz.tei_segmented_ner.xml	bpt6k1087822	spacy_entity_fishing
Fontenelle, Bernard de	Bellérophon, tragédie en musique, ornée d'entrées de ballet, de machines et de changements de théâtre, représentée devant Sa Majesté, à Saint-Germain-en-Laye, le 3e de janvier 1680. [Paroles de Th. Corneille et Fontenelle, musique de Lulli.]	1680	http://catalogue.bnf.fr/ark:/12148/cb30448231n	../TheatreLFSV2-downloaded/NER/bpt6k15132891.tar.gz.tei_segmented_ner.xml	bpt6k15132891.tar.gz.tei_segmented_ner.xml	bpt6k15132891	spacy_entity_fishing
Molière	L'Escole des femmes, comédie par J. B. P. Molière	1663	http://catalogue.bnf.fr/ark:/12148/cb386508989	../TheatreLFSV2-downloaded/NER/bpt6k1280462b.tar.gz.tei_segmented_ner.xml	bpt6k1280462b.tar.gz.tei_segmented_ner.xml	bpt6k1280462b	spacy_entity_fishing
Chevalier, Jean	Les Galans ridicules ou les Amours de Guillot et de Ragotin, comédie...	1662	http://catalogue.bnf.fr/ark:/12148/cb393251330	../TheatreLFSV2-downloaded/NER/bpt6k1519300g.tar.gz.tei_segmented_ner.xml	bpt6k1519300g.tar.gz.tei_segmented_ner.xml	bpt6k1519300g	spacy_entity_fishing
